hero,matchup_hero,ally_wins_with,ally_losses_with,ally_win_rate,enemy_wins_against,enemy_losses_against,enemy_win_rate,winrate_into_enemy,total_games_with,total_games_against,popularity_with,popularity_against,total games,total wins,total loss,average_winrate,total wins,total loss,total_games,ally_delta,matchup_average_winrate,occurance,Pairing Score,enemy_delta,enemy_delta2,counter_score,Counter Score,Beater Score
TheLostVikings,Chen,44.9988,39.0012,0.5357,161.0048,190.9952,0.4574,0.5426,84,352,0.001622685678,0.00227708023,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.4700771637,0.5091293259,352,0.3831451075,0.4779994972,-35.22354818,0.1820947838,0.4660199324,-1.017072421
TheLostVikings,Cho,120,80,0.6,83.9937,77.0063,0.5217,0.4783,200,161,0.002447329219,0.001702489891,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.5439557105,0.5622913912,161,0.4941417053,0.4051212222,-153.6685254,0.07843818101,0.3581767971,-0.3538412241
TheLostVikings,Chromie,496.0107,370.9893,0.5721,413.0125,511.9875,0.4465,0.5535,867,925,0.006331134284,0.006682272824,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.5119461386,0.5213302456,925,0.5586449518,0.4905355018,-15.14500617,0.4832392256,0.539631609,-1.267539111
TheLostVikings,DVa,48.9984,38.0016,0.5632,208.0025,266.9975,0.4379,0.5621,87,475,0.003218769951,0.00683124069,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.5017019023,0.5208109749,475,0.4107190758,0.5004354869,0.6967792702,0.2500634732,0.5065169928,-1.253264755
TheLostVikings,Deathwing,136.0038,112.9962,0.5462,169.0106,204.9894,0.4519,0.5481,249,374,0.00537348372,0.005554373271,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.4821375405,0.5267847961,374,0.4501477526,0.4843225321,-25.09217377,0.1944393005,0.4757763434,-1.078838641
TheLostVikings,Deckard,333.9883,297.0117,0.5293,273.996,434.004,0.387,0.613,631,708,0.009922323899,0.009427537774,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.4627422806,0.481072089,708,0.4852908159,0.5587634548,94.45804426,0.3896076573,0.5944856432,-1.858918395
TheLostVikings,Dehaka,49.9968,62.0032,0.4464,931.1087,1295.8913,0.4181,0.5819,112,2227,0.00478825282,0.01723771015,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.3702659066,0.5234472009,2227,0.3128421036,0.5232143773,37.16972714,1.193058776,0.6423976097,-1.763374
TheLostVikings,Diablo,1710.9792,1118.0208,0.6048,1355.0652,1560.9348,0.4647,0.5353,2829,2916,0.0286497127,0.02460097893,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.5494336603,0.5328601806,2916,0.6950700901,0.4696183214,-48.67064512,1.498518034,0.5963520159,-1.23204543
TheLostVikings,E.T.C.,735.9744,633.0256,0.5376,592.0614,856.9386,0.4086,0.5914,1369,1449,0.01500319217,0.01336454565,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.4722573421,0.5104418633,1449,0.545617598,0.5341152701,54.66937385,0.7827133939,0.6214808663,-1.781679675
TheLostVikings,Falstad,855.0675,719.9325,0.5429,1102.0554,1363.9446,0.4469,0.5531,1575,2466,0.01758352841,0.02004681847,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.4783442267,0.5323712624,2466,0.5624187958,0.4900751579,-15.8818334,1.28782758,0.6094260894,-1.427849654
TheLostVikings,Fenix,203.988,152.012,0.573,167.006,227.994,0.4228,0.5772,356,395,0.003750798042,0.003468823154,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.5129816577,0.5320703338,395,0.5008322726,0.5178124633,28.51200719,0.2107415639,0.5121608246,-1.374054862
TheLostVikings,Gall,120,80,0.6,83.9937,77.0063,0.5217,0.4783,200,161,0.002447329219,0.001702489891,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.5439557105,0.5415064704,161,0.4941417053,0.4051212222,-153.6685254,0.07843818101,0.3581767971,-0.3538412241
TheLostVikings,Garrosh,891.0704,684.9296,0.5654,663.0144,888.9856,0.4272,0.5728,1576,1552,0.01646626942,0.01342838902,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.5042346512,0.5272328713,1552,0.5929068033,0.5127515516,20.40690767,0.8248286914,0.6017660296,-1.578749271
TheLostVikings,Gazlowe,41.004,43.996,0.4824,186.01,231.99,0.445,0.555,85,418,0.004575441583,0.007874015748,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.409679584,0.5025122009,418,0.3344112717,0.4922619278,-12.38190406,0.2186656033,0.490345849,-1.162674134
TheLostVikings,Genji,889.063,608.937,0.5935,745.9724,986.0276,0.4307,0.5693,1498,1732,0.008033624175,0.007384549904,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.5365209166,0.50984632,1732,0.6268806351,0.508723908,13.95966941,0.9176520953,0.6052849198,-1.5589101
TheLostVikings,Greymane,876.0556,775.9444,0.5303,666.9819,902.0181,0.4251,0.5749,1652,1569,0.01561502447,0.01210895935,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.463887375,0.50686901,1569,0.548684925,0.5151673767,24.27525062,0.8354070234,0.6054251262,-1.605579825
TheLostVikings,Guldan,421.9754,320.0246,0.5687,352.9926,433.0074,0.4491,0.5509,742,786,0.009922323899,0.009491381145,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.5080333265,0.5207607381,786,0.5436907077,0.4875435885,-19.93438316,0.4096654211,0.5255335997,-1.213973688
TheLostVikings,Hanzo,1453.8667,1263.1333,0.5351,1224.0746,1881.9254,0.3941,0.6059,2717,3106,0.0163598638,0.01523728453,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.4693889195,0.4950649338,3106,0.5908173739,0.5506873865,81.37936093,1.698880549,0.7048383572,-2.145431969
TheLostVikings,Hogger,261.9904,186.0096,0.5848,873.9925,951.0075,0.4789,0.5211,448,1825,0.004868057033,0.01042775059,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.5265448466,0.5441737266,1825,0.5290592819,0.4533684035,-74.82801178,0.9257187398,0.542960615,-0.9918852515
TheLostVikings,Illidan,92.004,72.996,0.5576,792.9504,791.0496,0.5006,0.4994,165,1584,0.004389231751,0.009831879123,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.4952548131,0.5464602987,1584,0.4392112116,0.4287379305,-114.800889,0.7873713528,0.5044527852,-0.7191580257
TheLostVikings,Imperius,280.9753,240.0247,0.5393,316.0188,466.9812,0.4036,0.5964,521,783,0.008033624175,0.007448393275,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.4742089278,0.5066286169,783,0.4855496677,0.5398401841,63.87971422,0.4247908919,0.5816271208,-1.703613319
TheLostVikings,Jaina,786.9819,580.0181,0.5757,676.005,769.995,0.4675,0.5325,1367,1446,0.01699829751,0.01628005959,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.5160875108,0.5516370262,1446,0.5961473715,0.4664079067,-53.82843573,0.7411956334,0.5425579862,-1.096052558
TheLostVikings,Johanna,1388.916,1071.084,0.5646,1250.8702,1435.1298,0.4657,0.5343,2460,2686,0.02500532028,0.02336667376,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.5033136699,0.5401733036,2686,0.6256980969,0.4684714422,-50.5127132,1.379063922,0.588817342,-1.206888213
TheLostVikings,Junkrat,768.0462,513.9538,0.5991,593.0413,769.9587,0.4351,0.5649,1282,1363,0.009310491594,0.009129602043,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.5429273693,0.5264306653,1363,0.6221383287,0.5036590409,5.854569878,0.7193383316,0.5815778209,-1.462108095
TheLostVikings,Kaelthas,493.0332,417.9668,0.5412,391.968,568.032,0.4083,0.5917,911,960,0.01545541605,0.01278995531,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.476391042,0.5043019951,960,0.5230733615,0.5344590337,55.22199427,0.5187027923,0.5906871811,-1.695625854
TheLostVikings,KelThuzad,287.9876,241.0124,0.5444,257.985,327.015,0.441,0.559,529,585,0.006650351139,0.005405405405,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.480068177,0.5258985327,585,0.4924862356,0.4968665212,-5.01363176,0.3071233828,0.5161708064,-1.254120284
TheLostVikings,Kerrigan,269.984,202.016,0.572,315.987,258.013,0.5505,0.4495,472,574,0.004123217706,0.004724409449,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.5118310744,0.5830566784,574,0.5176409421,0.3736007544,-206.7200859,0.2719051982,0.3871960791,-0.116300997
TheLostVikings,Kharazim,340.9809,288.0191,0.5421,277.9842,403.0158,0.4082,0.5918,629,681,0.01077356884,0.008022983614,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.4774249948,0.495318202,681,0.5004903434,0.5345736143,55.40620108,0.3679866945,0.5659917849,-1.625445808
TheLostVikings,Leoric,97.0025,77.9975,0.5543,623.973,881.027,0.4146,0.5854,175,1505,0.004921259843,0.0136837625,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.4914562369,0.5337372486,1505,0.4390599532,0.5272336242,43.6169654,0.8087331226,0.6163882932,-1.719998773
TheLostVikings,LiLi,181.0044,185.9956,0.4932,128.0082,253.9918,0.3351,0.6649,367,382,0.01372632475,0.01015109598,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.4217595849,0.4455878552,382,0.4133400036,0.6166027797,190.0613773,0.219499351,0.6073270411,-2.232126026
TheLostVikings,Li-Ming,1211.9359,965.0641,0.5567,941.0058,1361.9942,0.4086,0.5914,2177,2303,0.02702702703,0.02274952117,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.4942187649,0.5057735423,2303,0.6050771526,0.5341152701,54.66937385,1.244022737,0.658538176,-1.887916664
TheLostVikings,LtMorales,279.999,250.001,0.5283,177.9996,266.0004,0.4009,0.5991,530,444,0.00747499468,0.005447967653,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.4615975791,0.5118322058,444,0.4736496557,0.5429273693,68.85329802,0.2414391665,0.5449088059,-1.614086666
TheLostVikings,Lunara,314.9964,297.0036,0.5147,272.0096,395.9904,0.4072,0.5928,612,668,0.01856778038,0.01608852947,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.4460747728,0.4955383833,668,0.466026712,0.5357192177,57.24826915,0.3612749069,0.5658398156,-1.632096636
TheLostVikings,Lucio,910.0667,672.9333,0.5749,706.0125,968.9875,0.4215,0.5785,1583,1675,0.01024154075,0.00893807193,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.5151673767,0.5244230741,1675,0.6060977718,0.5193070802,30.90669569,0.894670976,0.6152977331,-1.66140849
TheLostVikings,Maiev,451.0275,329.9725,0.5775,401.0352,402.9648,0.4988,0.5012,781,804,0.004735050011,0.004128537987,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.5181574042,0.5430647598,804,0.5580875154,0.43076935,-111.4851665,0.4003285455,0.4656515156,-0.680169189
TheLostVikings,MalGanis,306.009,255.991,0.5445,189.0024,298.9976,0.3873,0.6127,562,488,0.006650351139,0.006001276867,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.4801831244,0.5066673849,488,0.4963444297,0.5584228102,93.90542383,0.2684745506,0.5671198485,-1.771382354
TheLostVikings,Malfurion,646.9996,479.0004,0.5746,440.9587,590.0413,0.4277,0.5723,1126,1031,0.01268886997,0.01095977868,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.5148222996,0.5139532081,1031,0.580442052,0.5121762631,19.48587363,0.5476956173,0.5711313505,-1.49448585
TheLostVikings,Malthael,55.998,46.002,0.549,278.0008,337.9992,0.4513,0.5487,102,616,0.00268674186,0.005001064056,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.4853577425,0.5206496317,616,0.4053182914,0.485012658,-23.98693293,0.3204261031,0.5071189994,-1.154546418
TheLostVikings,Medivh,184.008,189.992,0.492,163.0186,258.9814,0.3863,0.6137,374,422,0.003937007874,0.003575228772,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.4204124487,0.4787170383,422,0.4129939954,0.5595580768,95.74749191,0.232362152,0.5580440025,-1.749470777
TheLostVikings,Mei,404.9815,332.0185,0.5495,310.01,414.99,0.4276,0.5724,737,725,0.01409874441,0.01208767823,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.4859329142,0.5175710274,725,0.5195997966,0.5122913235,19.67008044,0.3851739454,0.5466614777,-1.431201069
TheLostVikings,Mephisto,520.9998,313.0002,0.6247,435.0214,433.9786,0.5006,0.4994,834,869,0.006065120238,0.006767397319,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.5720024007,0.5665415046,869,0.6211590651,0.4287379305,-114.800889,0.4319606727,0.4679814074,-0.6671636966
TheLostVikings,Muradin,1836.936,1455.064,0.558,1402.1616,1845.8384,0.4317,0.5683,3292,3248,0.03325175569,0.02694190253,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.4957152925,0.5241045536,3248,0.6391076484,0.5075729217,12.11760133,1.719341078,0.653295501,-1.67350571
TheLostVikings,Murky,19.0019,53.9981,0.2603,122.9888,229.0112,0.3494,0.6506,73,352,0.003883805065,0.005107469674,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.1997115078,0.4663069022,352,0.1599475778,0.6009199025,163.7198039,0.199903214,0.5858597215,-2.070005593
TheLostVikings,Nazeebo,515.0232,416.9768,0.5526,660.9372,857.0628,0.4354,0.5646,932,1518,0.01718450734,0.02143009151,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.4894997519,0.5233495517,1518,0.5389999002,0.5033136699,5.301949456,0.8009279665,0.5890564519,-1.478414771
TheLostVikings,Nova,182.9938,190.0062,0.4906,151.0042,239.9958,0.3862,0.6138,373,391,0.006570546925,0.005469248776,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.4188422882,0.4919497723,391,0.411313863,0.5596715694,95.93169872,0.2153112106,0.5528592246,-1.733852831
TheLostVikings,Orphea,377.9763,285.0237,0.5701,341.0298,396.9702,0.4621,0.5379,663,738,0.01037454778,0.009661630134,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.509644631,0.540478418,738,0.5377938905,0.4726016797,-43.88126813,0.3801534178,0.5054305932,-1.065418887
TheLostVikings,Probius,74.997,42.003,0.641,98.0021,92.9979,0.5131,0.4869,117,191,0.001968503937,0.002191955735,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.5902719887,0.5482694163,191,0.5014580722,0.4147005629,-137.8267399,0.09382345997,0.3745613965,-0.4391560742
TheLostVikings,Qhira,141.9868,132.0132,0.5182,157.9952,224.0048,0.4136,0.5864,274,382,0.005267078102,0.005277718664,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.4500608047,0.4845759033,382,0.425254808,0.5283813552,45.45903348,0.205452071,0.5204327577,-1.458935014
TheLostVikings,Ragnaros,71.994,84.006,0.4615,760.058,734.942,0.5084,0.4916,156,1495,0.005479889338,0.01481166206,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.3866209901,0.5397140828,1495,0.3404749958,0.4199636656,-129.16902,0.7376688772,0.4905701135,-0.6228646562
TheLostVikings,Raynor,478.9846,387.0154,0.5531,352.9673,486.0327,0.4207,0.5793,866,839,0.01444456267,0.01359863801,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.4900751579,0.5122752602,839,0.5347017984,0.5202266745,32.38035015,0.4484511066,0.565356099,-1.532553118
TheLostVikings,Rehgar,2275.9968,1420.0032,0.6158,1947.0854,1714.9146,0.5317,0.4683,3696,3662,0.02543094275,0.02219621196,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.5619400965,0.5933137512,3662,0.7350480618,0.3940730788,-172.0892061,1.766948743,0.514873784,-0.3922472277
TheLostVikings,Rexxar,30,18,0.625,221.9749,287.0251,0.4361,0.5639,48,509,0.00151628006,0.004277505852,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.5723405923,0.5677400365,509,0.4349796335,0.5025077926,4.012501804,0.2683919432,0.5130287972,-1.282518829
TheLostVikings,Samuro,57.002,52.998,0.5182,335.0265,409.9735,0.4497,0.5503,110,745,0.003165567142,0.00619280698,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.4500608047,0.5516673936,745,0.3794062648,0.4868532659,-21.03962401,0.38808671,0.5212869364,-1.199447023
TheLostVikings,SgtHammer,390.9744,293.0256,0.5716,274.0115,278.9885,0.4955,0.5045,684,553,0.003724196638,0.002617578208,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.5113708054,0.5376233706,553,0.54172286,0.4344996305,-105.4063418,0.2762052218,0.4482179786,-0.6831254321
TheLostVikings,Sonya,85.002,100.998,0.457,743.0664,877.9336,0.4584,0.5416,186,1621,0.006331134284,0.0152160034,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.3817182619,0.5250289619,1621,0.3436301609,0.4768505521,-37.06561625,0.8378078217,0.5626837672,-1.219196792
TheLostVikings,Stitches,941.9972,806.0028,0.5389,822.9584,1201.0416,0.4066,0.5934,1748,2024,0.02356884443,0.02013194297,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.4737496581,0.5042449731,2024,0.5643204749,0.5364063997,58.35351,1.095210215,0.6507729367,-1.881950529
TheLostVikings,Stukov,1007.9776,896.0224,0.5294,695.0552,970.9448,0.4172,0.5828,1904,1666,0.02367525005,0.01947222813,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.4628567726,0.5001411322,1666,0.5572681351,0.5242482061,38.82758841,0.8932196397,0.6207340192,-1.711203967
TheLostVikings,Sylvanas,2135.1428,1532.8572,0.5821,1055.0736,1212.9264,0.4652,0.5348,3668,2268,0.02867631411,0.01615237285,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.5234441346,0.5305421609,2268,0.684042717,0.4690448409,-49.59167916,1.164982809,0.5772035115,-1.187790225
TheLostVikings,Tassadar,536.0223,376.9777,0.5871,397.9944,595.0056,0.4008,0.5992,913,993,0.01526920621,0.01410938498,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.5291845892,0.5136033437,993,0.5811995311,0.5430416476,69.03750483,0.5400219499,0.6027136318,-1.786045826
TheLostVikings,TheButcher,109.9998,97.0002,0.5314,379.9638,461.0362,0.4518,0.5482,207,841,0.007075973611,0.01651415195,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.4651474184,0.5174131348,841,0.4243714199,0.484437549,-24.90796696,0.4372678769,0.5266189919,-1.194929593
TheLostVikings,Thrall,301.994,281.006,0.518,302.0205,492.9795,0.3799,0.6201,583,795,0.008007022771,0.008342200468,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.4498328537,0.4982312202,795,0.4671097799,0.5668085511,107.5367276,0.440127316,0.6118451256,-1.962686441
TheLostVikings,Tracer,369.9846,272.0154,0.5763,378.9657,420.0343,0.4743,0.5257,642,799,0.007049372207,0.006916365184,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.5167775401,0.5652604262,799,0.5431311715,0.4586232794,-66.35449864,0.4070089981,0.4953745179,-0.9442717939
TheLostVikings,Tychus,865.0519,747.9481,0.5363,691.9689,967.0311,0.4171,0.5829,1613,1659,0.01973824218,0.01706746116,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.4707655217,0.5112796726,1659,0.5551599958,0.5243630633,39.01179522,0.8895443311,0.6205433272,-1.711486992
TheLostVikings,Tyrael,267.015,257.985,0.5086,269.99,395.01,0.406,0.594,525,665,0.005346882315,0.006065120238,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.4391445305,0.5122280464,665,0.4500767831,0.5370934434,59.45875084,0.3600262344,0.5669722146,-1.643846175
TheLostVikings,Tyrande,655.04,494.96,0.5696,537.9808,630.0192,0.4606,0.5394,1150,1168,0.01388593318,0.01068312407,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.5090691864,0.5456093596,1168,0.5754707578,0.4743237521,-41.11816602,0.6024727384,0.5372351848,-1.145339166
TheLostVikings,Uther,517.0264,384.9736,0.5732,310.9845,444.0155,0.4119,0.5881,902,755,0.0128750798,0.009193445414,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.5132117582,0.5311273732,755,0.5628032995,0.5303318031,48.5905492,0.4066648983,0.5687877842,-1.606857734
TheLostVikings,Valeera,123.0075,101.9925,0.5467,129.9864,198.0136,0.3963,0.6037,225,328,0.003298574165,0.003724196638,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.4827124755,0.507315423,328,0.4450108068,0.548179306,77.32681117,0.1790672562,0.5297440494,-1.598586117
TheLostVikings,Valla,2131.0932,1582.9068,0.5738,1544.9063,2032.0937,0.4319,0.5681,3714,3577,0.03968929559,0.03253883805,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.5139020258,0.5393320325,3577,0.6726200158,0.5073427144,11.74918772,1.893163346,0.6609224673,-1.691206019
TheLostVikings,Varian,890.0596,713.9404,0.5549,766.0224,961.9776,0.4433,0.5567,1604,1728,0.02013726325,0.01932326027,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.4921468266,0.5197916915,1728,0.5799685642,0.4942187649,-9.250388332,0.9053334327,0.5878566266,-1.408586844
TheLostVikings,Whitemane,421.9869,329.0131,0.5619,350.001,432.999,0.447,0.553,751,783,0.005612896361,0.004703128325,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.5002052285,0.5417810205,783,0.5361205308,0.4899600746,-16.06604021,0.4088720778,0.5278859852,-1.236019061
TheLostVikings,Xul,38.0025,36.9975,0.5067,474.0417,614.9583,0.4353,0.5647,75,1089,0.003404979783,0.008959353054,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.4369906393,0.5470019653,1089,0.3511672542,0.5034287939,5.486156264,0.5746297723,0.5652307186,-1.419415263
TheLostVikings,Yrel,39.9984,38.0016,0.5128,174.981,295.019,0.3723,0.6277,78,470,0.0008778463503,0.002702702703,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.4439137943,0.5049325276,470,0.3584839248,0.5753812391,121.536445,0.2618743427,0.5816036845,-1.914702373
TheLostVikings,Zagara,334.0017,238.9983,0.5829,387.0105,497.9895,0.4373,0.5627,573,885,0.00688976378,0.008874228559,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.5243630633,0.5377710188,885,0.5433261894,0.5011262607,1.802020115,0.4661564788,0.5482445087,-1.36120458
TheLostVikings,Zarya,326.9889,226.0111,0.5913,143.9865,171.0135,0.4571,0.5429,553,315,0.005001064056,0.002660140455,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.5340006751,0.5343295435,315,0.5508605447,0.4783442267,-34.67092776,0.1629984071,0.4599266506,-1.005935143
TheLostVikings,Zeratul,254.9862,276.0138,0.4802,650.0109,812.9891,0.4443,0.5557,531,1463,0.006198127261,0.01076824856,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.4072316509,0.5326919842,1463,0.4179627325,0.493067659,-11.09245641,0.7658093469,0.5744090557,-1.367928113
TheLostVikings,Zuljin,845.9689,547.0311,0.6073,554.0232,703.9768,0.4404,0.5596,1393,1258,0.01319429666,0.01274739306,21347.19318,11991.074,9356.11918,0.5617217408,11991.074,9356.11918,85388,0.5522821051,0.5511589212,1258,0.6394610271,0.4975572751,-3.908390916,0.6608001052,0.5688036579,-1.386940828
Thrall,Abathur,534.9398,703.0602,0.4321,840.06,959.94,0.4667,0.5333,1238,1800,0.006406536524,0.00830992781,61223.74438,30503.70823,30720.03616,0.4982312202,30503.70823,30720.03616,244896,0.42444667,0.4768344659,1800,0.1688469904,0.5402869009,64.59907969,0.3032738711,0.2252234539,-0.1314407273
Thrall,Alarak,1241.8875,1133.1125,0.5229,1765.8964,1520.1036,0.5374,0.4626,2375,3286,0.006354309324,0.008321533855,61223.74438,30503.70823,30720.03616,0.4982312202,30503.70823,30720.03616,244896,0.5283704768,0.5364928295,3286,0.2280219249,0.459069837,-65.63513317,0.5156972056,0.206320469,0.1760368547
Thrall,Alexstrasza,933.9792,928.0208,0.5016,885.972,831.028,0.516,0.484,1862,1717,0.005901673592,0.005617325503,61223.74438,30503.70823,30720.03616,0.4982312202,30503.70823,30720.03616,244896,0.5038783733,0.5417967946,1717,0.2109372555,0.4836215641,-26.21487637,0.2754635513,0.2004158464,0.07363495155
Thrall,Ana,1252.0768,1373.9232,0.4768,1308.9872,1459.0128,0.4729,0.5271,2626,2768,0.007384345767,0.006687402799,61223.74438,30503.70823,30720.03616,0.4982312202,30503.70823,30720.03616,244896,0.4753464044,0.4831871358,2768,0.2077314087,0.5331875442,53.17825763,0.4635647241,0.2345475328,-0.1114312452
Thrall,Anduin,4714.685,5006.315,0.485,4792.4695,5252.5305,0.4771,0.5229,9721,10045,0.03666059284,0.02896868689,61223.74438,30503.70823,30720.03616,0.4982312202,30503.70823,30720.03616,244896,0.484771706,0.4981803808,10045,0.2495061442,0.5283704768,45.44157172,1.675373372,0.2730627116,-0.1092064856
Thrall,Anubarak,2983.1952,2928.8048,0.5046,3194.0555,3074.9445,0.5095,0.4905,5912,6269,0.02265499872,0.01716766092,61223.74438,30503.70823,30720.03616,0.4982312202,30503.70823,30720.03616,244896,0.5073318032,0.537522979,6269,0.2453799106,0.4911000439,-14.24143389,1.012410476,0.239276402,0.05490435444
Thrall,Artanis,441.0072,476.9928,0.4804,3541.9264,3722.0736,0.4876,0.5124,918,7264,0.02812434716,0.02483461387,61223.74438,30503.70823,30720.03616,0.4982312202,30503.70823,30720.03616,244896,0.4794825769,0.5258485696,7264,0.1837419321,0.5163066255,26.09985694,1.199081379,0.2562328402,-0.05276065829
Thrall,Arthas,599.9904,728.0096,0.4518,891.0351,1001.9649,0.4707,0.5293,1328,1893,0.009450221675,0.007044868968,61223.74438,30503.70823,30720.03616,0.4982312202,30503.70823,30720.03616,244896,0.4467468249,0.4901740458,1893,0.1792839231,0.5357083598,57.2308074,0.3177062461,0.2247255041,-0.1154913345
Thrall,Auriel,1215.9981,1181.0019,0.5073,1166.0657,1274.9343,0.4777,0.5223,2397,2441,0.007659989322,0.007543928878,61223.74438,30503.70823,30720.03616,0.4982312202,30503.70823,30720.03616,244896,0.5104393013,0.5306369605,2441,0.2205376399,0.5276818717,44.33633088,0.4068873496,0.2285063429,-0.08890800106
